id,fecha,pais,sector,tipo_operacion,monto_usd,volumen_ton,empleados,arancel_pct,partida_arancelaria,num_factura
49,20 de diciembre 2024,Chile,Manufactura,Exportación,131316.02,430.2,143,4.35,5872.80.41,FAC-2024-23357
50,2023-09-01,  Brasil  ,Retail,Exportación,35242.85,58.1,302,21.58,7881.68.72,FAC-2023-94875
51,2022-11-10,Colombia,Educación,Exportación,26427.83,14.7,114,7.73,3431.54.81,FAC-2022-20888
52,2023-07-23,Ecuador,Tecnología,Exportación,663875.0,31.3,64,11.65,6946.36.67,FAC-2023-44735
53,2023-03-23,Alemania,Tecnología,Exportación,"$372,004.31",6.3,443,19.2,1766.23.61,FAC-2023-24022
54,2022-04-11,Alemania,Minería,Importación,263102.62,2837.1,351,24.59,9920.92.61,FAC-2022-35927
55,2022-07-03,Perú,Agroindustria,Importación,90788.72,1246.2,169,22.49,4285.79.56,FAC-2022-97612
56,2024-12-12,Chile,Finanzas,Exportación,295870.4,0.0,48,11.68,5315.68.74,FAC-2024-56182
57,2022-06-28,Colombia,Tecnología,Importación,"$308,476.75",30.9,17,14.72,6292.73.81,FAC-2022-20372
58,2023-05-23, alemania ,Educación,Importación,64841.3,18.8,38600,21.64,6394.60.48,FAC-2023-96409
59,2022-06-25,Alemania,Manufactura,Importación,214172.66,504.3,409,7.53,6823.16.76,FAC-2022-42960
60,2023-12-04,USA,Logística,Export,195687.23,,10,16.99,9887.61.23,FAC-2023-88176
61,2024-08-19,España,Minería,Exportación,283254.03,1821.2,141,0.83,4641.99.38,FAC-2024-14932
62,2024-12-06,España,Educación,Exportación,55318.61,5.4,481,7.97,4673.29.12,FAC-2024-62345
63,2022-01-14,,Manufactura,Importación,321068.8,-615.9,484,10.98,8942.68.41,FAC-2022-15482
64,2023-10-19,,,Importación,327203.49,,219,6.56,4407.84.56,FAC-2023-34262
65,2023-11-15,Alemania,Finanzas,Importación,440246.21,0.0,326,11.45,2490.82.22,FAC-2023-15723
66,2022-03-20,USA,Finanzas,Exportación,343027.08,-0.0,442,,9867.68.16,FAC-2022-45412
67,2022-03-27,Colombia,Logística,Exportación,146426.82,230.9,213,0.5,8888.55.18,FAC-2022-25518
68,2023-04-15,USA,Manufactura,Exportación,156347.18,338.3,190,15.43,9139.88.85,FAC-2023-27556
69,2022-06-28,Brasil,Finanzas,Importación,354184.88,0.0,42,15.68,9357.13.66,FAC-2022-42214
70,2024-05-20,USA,Educación,Importación,39199.2,4.0,176,24.53,5493.44.39,FAC-2024-71863
71,2023-06-24,México,Agroindustria,Importación,70170.08,1548.2,219,20.13,9936.12.35,FAC-2023-43545
72,2023-12-28,Colombia,Agroindustria,Exportación,70225.74,1325.8,251,4.51,6585.77.43,FAC-2023-52477
73,2024-01-13,España,Educación,Exportación,39265.27,4.5,,23.42,4214.15.73,FAC-2024-50563
74,2023-12-11,España,Retail,Importación,47151.88,185.2,431,15.27,7638.30.13,FAC-2023-87510
75,2024-12-06,USA,Finanzas,Exportación,315986.52,0.0,367,20.57,3230.32.81,FAC-2024-37106
76,2023-03-05,España,Educación,Exportación,61045.18,7.5,196,7.93,7937.32.74,FAC-2023-90528
77,2022-05-11,COLOMBIA,Manufactura,Importación,51296.19,360.5,192,15.93,7253.75.42,FAC-2022-29853
78,2024-01-17,Chile,Retail,Importación,64200.33,93.9,385,3.86,1816.35.66,FAC-2024-10863
79,2024-06-19,Chile,Tecnología,Exportación,487692.38,29.7,373,,2151.34.54,FAC-2024-14112
80,2023-03-03,Chile,Tecnología,Exportación,243797.63,31.2,432,12.54,4149.70.15,
81,2024-02-26,Brasil,Logística,Importación,60470.03,219.2,121,15.46,7297.93.11,FAC-2024-55351
82,2023-09-13,Argentina,Logística,Importación,170400.23,547.6,411,0.19,2965.46.44,FAC-2023-44668
83,2022-02-25,PERÚ,Manufactura,Exportación,304680.02,582.4,462,23.75,7543.67.30,FAC-2022-87892
84,2024-06-23,Brasil,Logística,Exportación,35291.06,289.2,459,13.61,2631.85.21,FAC-2024-35950
85,2023-02-22,Brasil,Minería,Importación,1039805.9,3673.0,95,4.3,2989.38.53,FAC-2023-99972
86,2024-01-17,Perú,,Exportación,148114.95,0.0,431,13.84,7420.22.14,FAC-2024-30461
87,2023-03-23,Ecuador,Agroindustria,Exportación,141983.01,,472,,5551.32.86,FAC-2023-92505
88,2023-04-20,USA,Manufactura,Exportación,319458.86,480.3,237,11.88,5355.85.48,FAC-2023-67392
89,2022-02-17,USA,Tecnología,Importación,481222.0,3.8,473,16.48,7463.98.50,FAC-2022-56152
90,2023-12-19,USA,Manufactura,Importación,309523.27,799.3,128,9.53,7880.77.62,FAC-2023-19658
91,2023-08-22,Chile,Tecnología,Importación,205093.87,32.1,121,13.23,1264.31.14,FAC-2023-35967
92,2023-01-08,Ecuador,Educación,Importación,11749.55,8.3,231,7.35,7162.15.71,FAC-2023-53444
93,2022-04-04,Ecuador,Tecnología,Exportación,547633.66,3.7,462,9.7,9846.97.88,FAC-2022-16675
94,2024-12-08,USA,Retail,Exportación,235568.08,,488,21.22,2210.72.51,fac-2024-46458
95,2023-07-13, chile ,,Importación,284932.03,0.0,449,22.37,3028.98.82,FAC-2023-16102
96,2022-10-07,México,Minería,Importación,"$896,060.22",3020.0,422,17.89,4517.98.84,FAC-2022-12239
97,2022-09-02,USA,Educación,Importación,22258.27,16.3,325,18.46,9906.94.74,FAC-2022-34768
98,2024-10-19,CHILE,Educación,Importación,76899.82,-6.7,447,24.81,7359.28.50,FAC-2024-33639
99,2024-12-01,Chile,Educación,Exportación,52747.78,12.9,314,7.48,9274.96.27,FAC-2024-78113
100,2024-06-03,Chile,Minería,Importación,"$788,713.76",1680.4,404,3.58,0861.41.38,FAC-2024-52888
101,2022-01-19,Colombia,Manufactura,Importación,306356.64,243.2,470,2.38,5308.45.93,FAC-2022-27392
102,2022-11-07,Argentina,Logística,Importación,"$27,199.90",330.9,152,15.75%,9542.16.68,FAC-2022-33224
103,2023-10-06,Colombia,Agroindustria,Importación,153199.56,264.3,260,5.41,6036.11.64,FAC-2023-42329
104,2023-05-22,España,Tecnología,Import,699634.8,33.9,314,7.46,0944.45.91,FAC-2023-46291
105,2023-02-22,Ecuador,Manufactura,Importación,135028.36,-734.8,208,13.8,6759.11.99,FAC-2023-78493
106,04/26/2024,México,Logística,Exportación,160153.13,337.1,267,0.14,8335.94.38,FAC-2024-55054
107,2022-09-17,Perú,Finanzas,Exportación,398369.5,0.0,141,6.34,4639.52.76,FAC-2022-88085
108,,Chile,Tecnología,Importación,272168.95,39.2,,23.07,9473.43.17,FAC-2023-85778
109,2022-02-02,Alemania,Agroindustria,Importación,95887.76,157.5,289,23.92,8852.48.68,FAC-2022-17852
110,2023-03-15,México,Retail,Importación,131577.16,16.0,116,15.11,0636.64.18,FAC-2023-54588
111,2023-06-08,Brasil,Finanzas,Exportación,161407.99,0.0,205,21.36,5444.99.47,FAC-2023-61968
112,2024-07-27,España,Finanzas,Importación,377072.5,0.0,346,22.07,5054.87.98,FAC-2024-45860
113,2024-08-26,Brasil,Logística,Exportación,191156.32,475.5,476,14.82,3263.82.70,FAC-2024-51085
114,2022-06-22,Chile,Tecnología,Exportación,446242.16,37.0,485,20.79,1586.80.18,FAC-2022-57932
115,2022-04-17,España,Educación,Importación,15083.14,17.9,125,18.25,9160.95.85,FAC-2022-85650
116,2022-08-05,Colombia,Logística,Importación,94771.34,200.5,329,23.21%,4108.65.61,FAC-2022-30191
117,2024-07-14,Brasil,Minería,Exportación,905367.29,2888.8,47800,10.32,6818.59.41,FAC-2024-53288
118,2023-06-16,Alemania,Educación,Importación,59167.33,12.4,385,22.12,6537.41.58,FAC-2023-11430
119,2022-01-10,Colombia,Tecnología,Exportación,637938.96,25.3,22000,19.73,0240.50.64,FAC-2022-74229
120,2024-05-28,Chile,Minería,Exportación,208133.13,3548.2,263,16.76,7101.57.97,FAC-2024-34344
121,2023-12-19,,Manufactura,Exportación,65878.55,508.5,431,18.57,4102.29.68,FAC-2023-75463
122,2024-03-28,Chile,Manufactura,Importación,99257.36,354.3,490,,,FAC-2024-98035
123,2024-12-13,Colombia,,Importación,342021.11,29.1,282,17.42,6783.94.94,FAC-2024-61199
124,2024-03-15,Brasil,Logística,Importación,46729.3,130.4,21,17.08,1844.11.83,FAC-2024-27646
125,2022-09-17,Argentina,Manufactura,Exportación,88264.99,718.2,83,1.69,2744.36.80,FAC-2022-62545
126,2022-09-06,Chile,Manufactura,Importación,165852.69,610.6,289,10.41,8920.80.21,FAC-2022-68785
127,2023-01-18,Colombia,Logística,Importación,60029.61,114.0,392,20.03,7741.49.74,FAC-2023-26182
128,2023-07-26,Brasil,Tecnología,Exportación,526039.58,33.1,219,21.89,8115.88.88,FAC-2023-89293
129,2023-02-24,Argentina,Manufactura,Importación,,337.9,424,8.78,5220.26.45,FAC-2023-91448
130,2023-11-03,México,Logística,Importación,145878.02,41.9,461,16.98,,FAC-2023-42441
131,2022-09-05,España,Minería,Importación,597975.46,,90,9.23,7853.24.25,fac-2022-47957
132,2022-07-08,USA,Finanzas,Exportación,186728.94,0.0,,5.65,8701.70.71,FAC-2022-57626
133,2024-10-16,Chile,Minería,Importación,"$388,552.07",564.7,96,,2371.37.88,FAC-2024-26706
134,7 de marzo 2024,Ecuador,Educación,Importación,,10.2,434,2.17,4072.51.99,FAC-2024-94654
135,2024-03-09,  Chile  ,Tecnología,Exportación,442859.11,16.5,147,5.09,2976.67.30,FAC-2024-41230
136,2023-12-08,Brasil,Retail,Importación,276289.08,111.7,433,18.0,8371.38.69,FAC-2023-16973
137,2024-04-14,Perú,  finanzas  ,Importación,186900.67,0.0,-490,12.1,5572.61.57,FAC-2024-15061
138,2024-02-05,Chile,Agroindustria,Importación,,475.9,463,4.36,3223.35.12,FAC-2024-44313
139,03/12/2023,USA,Agroindustria,Importación,81512.06,980.6,479,3.21,1852.51.46,FAC-2023-65652
140,2023-10-20,México,  retail  ,Exportación,114869.15,87.7,437,18.94,9424.85.75,FAC-2023-11020
141,2024-02-11,Brasil,Retail,Importación,19605286.0,140.7,29,23.31,4125.81.94,
142,2022-02-06,USA,Agroindustria,Exportación,44486.52,375.6,14,0.27,6073.51.39,FAC-2022-60540
143,2023-06-21,Colombia,Tecnología,Importación,493688.49,14.9,42,,7589.53.59,FAC-2023-79963
144,2023-08-15,Colombia,Manufactura,Exportación,-304739.88,342.8,383,23.14,2772.56.16,FAC-2023-14528
145,06/26/2022,USA,Educación,Exportación,60576.54,8.9,273,19.09,0381.76.33,FAC-2022-37912
146,2022-05-03,Ecuador,Manufactura,Importación,86564.77,438.9,225,23.91,9126.99.11,FAC-2022-92221
147,2023-07-07,España,Retail,Importación,216464.74,13.9,29500,9.33,6802.10.51,FAC-2023-13624
148,2023-04-27,Brasil,Educación,Exportación,80767.45,4.9,332,8.22,6687.84.91,FAC-2023-40562
149,02/10/2023,AR,Logística,Importación,160966.61,239.6,498,18.42,7669.34.59,FAC-2023-51896
150,2023-10-24,Argentina,Logística,Importación,113761.86,43.2,268,6.02,0707.46.73,FAC-2023-95755
151,2024-09-27,Perú,Logística,Exportación,55179.08,139.9,445,22.98,1701.78.13,FAC-2024-80564
152,2024-06-02,MÉXICO,Manufactura,IMPORTACIÓN,312665.27,,471,5.84,7308.59.82,FAC-2024-39428
153,2023-09-28,USA,Manufactura,Importación,322000.85,476.0,415,17.33,54157479,FAC-2023-23607
154,2023-05-03,Brasil,Logística,Importación,80340.87,308.3,369,22.69,3905.83.58,FAC-2023-17329
155,2024-03-20,Argentina,Logística,Exportación,-144507.08,564.5,26,12.13,7483.59.94,FAC-2024-91785
156,2024-10-10,Brasil,Minería,Importación,972773.46,2454.7,26,8.79,6150.78.22,FAC-2024-86955
157,2023-12-14,USA,Logística,Importación,160013.97,304.9,408,7.63,8241.57.20,FAC-2023-61352
158,2022-12-17,PE,Agroindustria,Importación,14654.06,329.3,-310,2.96,9531.91.13,
159,2022-10-06,Colombia,Agroindustria,Importación,113766.59,933.5,30,19.78,4921.12.72,FAC-2022-10946
160,2023-02-14,  España  ,Finanzas,Importación,340473.34,0.0,356,18.95,5033.71.72,FAC-2023-80185
161,2023-09-17,BRASIL,Retail,Exportación,247936.39,53.3,175,14.15,4025.52.76,FAC-2023-46506
162,2024-07-16,España,Educación,Exportación,61784.47,19.4,400,23.17,5535.83.61,FAC-2024-31499
163,2024-05-21,Chile,Tecnología,Importación,325891.91,31.5,119,1.4,2985.68.38,FAC-2024-99216
164,2022-04-07,Alemania,Agroindustria,Exportación,98827.92,420.5,34,9.89,1356.45.46,FAC-2022-40999
165,2023-04-16,Chile,Finanzas,Importación,332151.39,0.0,327,24.44,1772.15.84,FAC-2023-32264
166,2024-10-20,Ecuador,Retail,Importación,203609.36,20.8,404,18.1,3382.75.52,FAC-2024-42931
167,2023-03-26,Chile,Minería,Importación,509243.31,1855.6,50,7.76,4322.19.75,FAC-2023-79547
168,2022-05-10,Ecuador,Agroindustria,Importación,103428.13,584.0,347,14.82,2836.32.43,FAC-2022-26607
169,2024-12-08,Brasil,Agroindustria,Exportación,53034.82,-1739.5,283,23.72,5561.97.41,FAC-2024-28993
170,2024-06-04,Brasil,Tecnología,Importación,688104.87,4.6,154,7.77,5902.57.35,FAC-2024-49834
171,2022-04-27,USA,MANUFACTURA,Exportación,228770.73,795.8,24,2.48,4319.27.14,FAC-2022-71925
172,2023-11-06,USA,Agroindustria,Importación,140654.95,1748.8,209,15.49,7305.13.96,FAC-2023-46647
173,2022-10-02,Argentina,,Importación,172885.3,180.7,118,0.18,8037.44.81,FAC-2022-60910
174,2024-11-27,Brasil,Agroindustria,Importación,142608.98,142.2,178,7.51,5207.85.48,FAC-2024-43769
175,2023-10-05,USA,Educación,Exportación,37252.19,17.1,155,4.16,9269.46.33,FAC-2023-97340
176,2023-01-06,España,Manufactura,Importación,167639.21,796.1,12,18.54,,FAC-2023-77075
177,2023-10-14,Chile,Tecnología,Exportación,102278.36,28.4,232,8.56,2385.95.19,FAC-2023-85260
178,2024-05-23,Argentina,Tecnología,Exportación,575801.45,26.7,220,18.75,7013.91.66,FAC-2024-14277
179,2024-05-24,Alemania,Agroindustria,Importación,85456.07,695.6,107,4.26,5360.69.51,FAC-2024-62853
180,2022-02-06,Alemania,Tecnología,Importación,359716.23,37.1,50,20.29,9448.70.43,FAC-2022-81817
181,2022-05-13,Ecuador,Finanzas,Importación,266893.71,0.0,470,2.73,1451.65.35,FAC-2022-18450
182,2024-03-05,Alemania,Tecnología,Exportación,178092.09,23.4,206,1.82,7375.62.32,FAC-2024-55187
183,2024-10-23,Alemania,Tecnología,Exportación,531445.48,28.2,221,21.07,6333.86.11,fac-2024-61834
184,2022-08-26,Chile,Educación,Importación,22391.88,1.6,89,14.17,9553.31.22,FAC-2022-52854
185,2024-01-18,Argentina,Educación,Importación,52232.0,17.2,151,12.73,6539.24.62,FAC-2024-47876
186,2024-02-23,Colombia,Tecnología,Exportación,547590.91,16.0,268,8.15,3327.74.15,FAC-2024-19593
187,2022-01-16,México,Tecnología,Exportación,380167.9,32.6,451,10.91,1041.83.64,FAC-2022-93904
188,2024-08-21,España,Minería,Exportación,809369.57,2189.2,267,,1077.57.48,FAC-2024-64055
189,2022-08-10,Brasil,Educación,Import,72730.38,7.5,14,12.3,3902.65.47,FAC-2022-10946
190,2024-01-11,Colombia,Educación,Exportación,"$73,976.28",19.5,210,17.72,4602.11.83,FAC-2024-70690
191,2024-08-10,Chile,Educación,Importación,77918.15,14.7,496,9.54,1581.69.64,FAC-2024-73871
192,2023-10-11,México,Logística,Exportación,89483.45,189.4,77,17.15,9335.40.81,FAC-2023-59923
193,2022-02-13,Perú,Tecnología,Exportación,579130.93,5.2,295,15.16,2967.58.67,FAC-2022-48974
194,2023-02-26,Colombia,Tecnología,Exportación,138998.89,2.2,,6.29,3765.95.81,FAC-2023-21272
195,2023-07-07,,Tecnología,Importación,430845.16,28.3,212,,7184.50.28,FAC-2023-46776
196,2022-10-02,México,Agroindustria,Importación,123687.94,823.1,192,1.41,3183.49.85,FAC-2022-18585
197,2022-01-05,Perú,Logística,Importación,188961.54,103.9,346,1.92,7027.73.55,FAC-2022-38873
198,2024-01-18,Alemania,Tecnología,Exportación,,14.8,181,1.48,9443.94.17,FAC-2024-19556
199,2024-01-07,España,Manufactura,Exportación,122265.33,350.8,318,,8718.44.54,FAC-2024-57066
200,2022-04-26,España,,Importación,428436.54,39.6,496,16.99,0813.55.70,FAC-2022-16877
201,2022-09-09,Perú,Tecnología,Exportación,527129.38,27.8,361,6.01,4078.52.67,FAC-2022-37100
202,2024-11-25,España,Tecnología,Exportación,99927.92,39.8,426,11.01,2679.60.32,FAC-2024-24212
203,2023-06-13,Argentina,Logística,Importación,186524.27,421.3,340,11.31,5074.54.56,FAC-2023-74350
204,25 de enero 2024,Brasil,Logística,Importación,63800.63,95.2,248,19.17,7896.24.30,FAC-2024-24168
205,2022-02-05,Colombia,Educación,Importación,38029.54,11.1,450,17.01,6997.44.92,FAC-2022-48469
206,2024-12-03,Argentina,Logística,Importación,129923.02,494.8,109,,2353.74.23,FAC-2024-75951
207,2023-03-28,México,Agroindustria,Exportación,"$102,280.47",1428.9,130,10.21,18407964,FAC-2023-11374
208,2022-12-25,Brasil,Manufactura,Exportación,,196.6,27,16.8,3295.15.61,FAC-2022-80747
209,2022-07-06,México,Manufactura,Importación,382247.82,789.3,77,11.16,1362.57.39,FAC-2022-26791
210,2024-06-16,Brasil,Minería,Importación,904725.42,661.4,326,5.6,1814.51.98,FAC-2024-39667
211,2022-04-04,  México  ,Educación,Exportación,55948.36,12.3,23,17.2,6578.70.93,FAC-2022-60785
212,2024-11-28,Perú,Minería,Exportación,469012.19,332.0,274,16.94,1697.67.32,FAC-2024-31910
213,2024-01-03,Perú,Finanzas,Importación,84663.65,0.0,411,,8196.87.13,FAC-2024-56312
214,2023-09-05,Argentina,Minería,Importación,462877.7,258.6,231,13.0,1661.77.97,FAC-2023-73608
215,2022-02-10,Colombia,Tecnología,Export,,21.9,202,17.19,4714.29.64,FAC-2022-43244
216,2024-07-09, brasil ,Agroindustria,Exportación,101680.91,964.6,415,,8819.69.97,FAC-2024-47982
217,2022-07-26,Perú,Tecnología,Exportación,196768.9,36.2,96,7.09,8043.21.40,FAC-2022-39444
218,2023-04-02,España,Manufactura,Importación,260324.2,688.1,270,4.65,8731.61.25,FAC-2023-84668
219,4 de abril 2023,USA,Tecnología,Exportación,290930.51,13.2,317,2.42,8238.20.70,FAC-2023-50416
220,2022-09-27,Perú,Minería,Exportación,812868.66,3610.9,316,0.13,4116.15.26,FAC-2022-95542
221,2022-01-16,Ecuador,Educación,Exportación,"$84,707.72",17.2,19,,2749.33.94,FAC-2022-16849
222,2023-12-05,Brasil,Tecnología,Exportación,183871.42,39.4,285,18.41,8880.20.67,FAC-2023-62185
223,2023-07-04,USA,Tecnología,Importación,425451.46,33.6,233,18.42,8676.86.47,FAC-2023-24934
224,2024-06-27,Perú,Agroindustria,Importación,62595.99,924.7,383,18.81,7150.96.46,FAC-2024-80092
225,2022-02-19,USA,Tecnología,Exportación,216348.28,37.4,304,13.25,6468.10.29,FAC-2022-52909
226,2023-05-25,USA,Agroindustria,Exportación,144090.83,1409.4,-470,16.95,0452.89.38,FAC-2023-22121
227,2024-10-02,Brasil,Tecnología,Importación,564833.73,23.0,500,22.58,,FAC-2024-61508
228,11 de octubre 2024,Brasil,Tecnología,Exportación,549590.38,34.1,-291,8.85,8747.92.13,FAC-2024-97349
229,2022-09-19,Colombia,Finanzas,Exportación,427210.27,0.0,434,6.72,2734.37.69,FAC-2022-25112
230,01/11/2024,España,Agroindustria,Exportación,70008.74,445.0,138,20.71,9992.41.59,FAC-2024-68059
231,2023-06-22,España,Agroindustria,Exportación,108912.03,,55,8.08,5266.10.94,FAC-2023-70552
232,2022-02-04,Ecuador,Educación,Exportación,11833.69,-13.3,382,21.54,2569.67.27,FAC-2022-46509
233,2023-04-18,USA,Logística,Importación,202147.92,454.7,190,12.59,0709.57.54,FAC-2023-75726
234,2024-06-04,Brasil,Tecnología,Exportación,269924.02,26.6,247,7.55,1806.14.48,FAC-2024-25220
235,06/23/2024,España,Retail,Exportación,206223.13,131.2,270,24.63,3164.13.56,FAC-2024-58353
236,2024-03-20,USA,Finanzas,Exportación,433340.99,0.0,356,24.24,9796.67.39,FAC-2024-50562
237,2023-12-28,  Argentina  ,Manufactura,Importación,127254.62,762.6,164,,,FAC-2023-73263
238,2022-11-22, méxico ,Logística,Importación,26139.81,162.6,455,7.99,8286.60.12,FAC-2022-47963
239,2022-03-20,USA,Finanzas,Exportación,414776.54,0.0,117,,3497.24.16,FAC-2022-62264
240,2022-10-23,,Manufactura,Importación,301152.1,629.0,456,18.19,6727.81.51,FAC-2022-72701
241,2024-08-26,Chile,Minería,Exportación,473880.98,3019.2,77,,2045.74.11,fac-2024-40999
242,2022-04-05,Chile,Finanzas,Exportación,,0.0,23,17.9,5429.67.85,FAC-2022-10851
243,2024-05-06,España,Finanzas,Importación,"$147,884.28",0.0,442,,,FAC-2024-96565
244,2024-01-12,Argentina,Educación,Importación,85077.0,19.1,30,17.51,1174.75.60,FAC-2024-17922
245,11 de octubre 2023,PE,Agroindustria,Exportación,128403.55,149.4,325,4.74,8458.31.30,FAC-2023-36764
246,2023-07-09,México,Educación,Importación,54878.16,14.0,497,23.57,3889.18.62,FAC-2023-28242
247,2022-07-23,Argentina,Retail,Importación,115883.09,86.1,500,9.13,4411.68.47,FAC-2022-33149
248,2023-12-09,ARGENTINA,Logística,Importación,103609.35,114.8,,9.76,4351.83.10,FAC-2023-74314
249,2022-05-03,USA,Finanzas,Exportación,130673.16,0.0,103,17.08,6495.35.40,FAC-2022-44787
250,2022-02-14,México,Manufactura,Importación,-326816.27,121.9,272,11.73,,FAC-2022-22648
251,2024-04-01,México,Logística,Importación,113974.13,95.6,334,3.79,1688.99.68,FAC-2024-96531
252,2022-09-18,Alemania,Retail,Exportación,270822.78,172.6,173,7.7,6393.92.69,FAC-2022-74631
253,2023-04-01,Alemania,Minería,Importación,214550.28,2311.0,120,,0751.40.15,FAC-2023-41287
254,2024-07-24,México,Finanzas,Exportación,206413.64,0.0,394,8.92,2303.61.94,FAC-2024-47100
255,2023-03-20,Argentina,Minería,Exportación,256359.46,2070.3,492,7.59,0703.55.43,FAC-2023-30788
256,2023-03-07,Perú,Tecnología,Exportación,478949.1,11.8,380,12.26,4622.27.79,FAC-2023-81058
